video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=79asV85gNGA&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@PNW4K,PNW 4K,"4K Morning Drive From Renton to Everett, WA Washington on I405 North  and I5, July 2021",1.9K,4 years,"00:00 Start at exit 10 near Factoria, South Bellevue 00:40 Passing I90 exit 04:15 Nice Downtown Bellevue views 04:35 Around NE ...",2026-01-20 20:50:20.309698
/watch?v=sf9fwQuphVM&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@GovJayInslee,Gov. Jay Inslee,Grand opening for the new SR 167/I-405 interchange,200,6 years,"This week Gov. Jay Inslee joined Washington State Department of Transportation, City of Renton and others at the grand opening ...",2026-01-20 20:50:20.314485
/watch?v=G0c2xrzGz10&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,I-405 closes for weekend work,508,2 years,Drivers should expect delays this weekend as parts of I-405 will be closed for construction. Subscribe to FOX 13 Seattle: ...,2026-01-20 20:50:20.315787
/watch?v=dz0oVamKSps&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@wsdot,wsdot,I-405/ NE 85th Street Interchange and Inline Station Project,5K,2 years,We are partnering with Sound Transit to improve the I-405/Northeast 85th Street interchange in Kirkland along Interstate 405 ...,2026-01-20 20:50:20.317762
/watch?v=ZsqWs7ONbSU&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,I-405 NE 12th Street Bridge removal time lapse,6.8K,14 years,"On April 2, 2011, crews working for WSDOT removed the old NE 12th Street Bridge in Bellevue to make room for a new bridge.",2026-01-20 20:50:20.324638
/watch?v=H7ECq8tUEpI&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@ScenicRoadTrips-John,ScenicRoad,"[4K] SeaTac to Kirkland, WA Drive 🚗 | I-5 & I-405 Through Seattle Metro | SF to Vancouver #15/18",552,2 months,"Join us for Part 15 of our West Coast road trip from San Francisco to Vancouver! In this 4K scenic drive, we travel from SeaTac to ...",2026-01-20 20:50:20.326344
/watch?v=y0OVzx7JIvo&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@mlog_driveandtravel,MLOG_Drive & Travel,"[4K/UHD] Rainy Southbound I-405, Washington State",2.4K,3 years,"Rainy Southbound I-405, WA. Soothing and relaxing video of driving through beautiful sceneries of the Pacific Northwest in the ...",2026-01-20 20:50:27.629251
/watch?v=xM99cg4pZXE&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@wsdot,wsdot,I-405 Express Toll Lanes Basics,12K,8 years,Instructional video on the I-405 express toll lanes Bellevue and Lynnwood.,2026-01-20 20:50:27.642562
/watch?v=Nm5-FRlf8co&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@highwayvideos3434,Highway Videos,"Driving On WA I-405 Northbound In 1983 (Tukwila, Renton, Bellevue, Kirkland)",17K,3 years,"Back in 1983, The Washington State Department of Transportation drove north on WA I-405 and recorded video to document the ...",2026-01-20 20:50:27.661863
/watch?v=rc84YHpVtwo&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@xlbolt,xlbolt,"[2023/08] Seattle Freeways - I-405, SR 518, SR 520 - Burien to Redmond via Bellevue, Washington",3.7K,2 years,"We drive through Seattle's Freeways, along the east side of Lake Washington. From Burien, to Tukwila, to Renton, then towards ...",2026-01-20 20:50:27.667474
/watch?v=TFTAPHIA0Ts&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@ArtiePenguin1,ArtiePenguin1,S. Bellevue to Kent via I-405 and SR-167,6K,10 years,[2015-06-25]. Time lapse drive on I-405 southbound at 5.20x speed (520%) mainly showing the heavy traffic on I-405 near Renton ...,2026-01-20 20:50:27.671354
/watch?v=yg4tfyvRrrk&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@xlbolt,xlbolt,"[2023/07] Interstate 405 - Seattle, Washington (Seattle Freeways)",5.3K,2 years,"Following Interstate 405 in Seattle's Metro area, Washington, which goes between Interstate 5 on both ends between Lynwood ...",2026-01-20 20:50:27.677423
/watch?v=lhwRTz7zxrY&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@wsdot,wsdot,How to Read the Signs on I-405 Express Toll Lanes,32K,9 years,Instructional video on how to read toll rate signs on I-405 Express Toll Lanes from Bellevue To Lynnwood.,2026-01-20 20:50:27.678993
/watch?v=MNgsJPzGK3M&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@highwayvideos3434,Highway Videos,"Driving On WA I-405 North In 1995 (Tukwila, Renton, Bellevue, Kirkland, Bothell, Lynnwood)",5.7K,2 years,"Back in 1995, The Washington State Department of Transportation drove North on WA I-405 and recorded video to document the ...",2026-01-20 20:50:27.681794
/watch?v=TYImE7MO-xk&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@washingtonpolicycenter,Washington Policy Center,WPC Legislative Update: The I-405 Tolls,107,9 years,WPC's Bob Pishue explains what the legislature is doing regarding the I-405 tolls lanes.,2026-01-20 20:50:27.683574
/watch?v=zn6QYTCLUuY&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,WSDOT begins fall road construction with multiple I-5 and I-90 closures,5.3K,3 months,Drivers should expect delays this weekend as WSDOT begins a new round of fall construction projects. The closures will affect ...,2026-01-20 20:50:27.684889
/watch?v=JZfY4NrJnEs&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@ArtiePenguin1,ArtiePenguin1,"Seattle to Redmond via I-90 E, I-405 N, and WA-520 E",10K,10 years,"[2015-06-25] A time lapse drive between downtown Seattle and Redmond, Washington. Most of the video is sped up at 5x speed, ...",2026-01-20 20:50:27.686227
/watch?v=OxRFeap1U1s&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,"NB I-405 closed after semi rollover in Renton, WA",9.8K,11 months,"Washington State Patrol Trooper Rick Johnson said traffic is being diverted off the exit to SR 169, and there is no time estimation ...",2026-01-20 20:50:27.689142
/watch?v=if7b6BAefSg&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@DrivingWA,Driving Through Washington,Driving Redmond → Pacific (Washington) via I-405 & WA-167 | Dashcam Video (07/13/2025),162,6 months,Driving Redmond → Pacific (Washington) via I-405 & WA-167 | Dashcam Video (07/13/2025),2026-01-20 20:50:27.690552
/watch?v=kZCbggqT4Wk&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@JuliusJohn,Julius John,"I-405 North Bellevue, Washington",405,5 years,Filmed on 3/28/2020.,2026-01-20 20:50:27.692346
/watch?v=apKH-yno7BU&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@KING5Seattle,KING 5 Seattle,"Washington State Transportation Commission to consider $15, $18 tolls on I-405 Tuesday",2.7K,2 years,The commission could vote to approve one of three plans to increase tolls on the interstate to as high as $18.,2026-01-20 20:50:27.695169
/watch?v=cQ-TDF7-m_8&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@watkinsinc.7147,Tamee ,"😱 Bellevue, Washington I-405 N.",75,3 years,Mercedes.,2026-01-20 20:50:27.696601
/watch?v=nnlBPlGuTyY&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,"WSDOT crews prepare for I-405, I-90 weekend closures",7.2K,1 year,All lanes of I-405 will be closed in Renton this weekend for road work. STORY: ...,2026-01-20 20:50:35.012019
/watch?v=jJlpOsBuhI8&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,LIVE: WSDOT vehicle hit on NB I-405 near SR 527,3.5K,Streamed 4 years,A Washington State Department of Transportation incident response vehicle that was responding to an earlier crash was hit by ...,2026-01-20 20:50:35.014904
/watch?v=jS2qH68w5SI&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,I-405 Northbound Auxiliary Lane Project Celebration,740,15 years,"Eight months after breaking ground, our crews opened a new lane on northbound I-405 from NE 195th Street to SR 527.",2026-01-20 20:50:35.016167
/watch?v=91lx4R5ZPEo&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,I-405 closed through the weekend in Bellevue to repair Main St. Bridge | FOX 13 Seattle,22K,3 years,I-405 closed through the weekend in Bellevue to repair Main St. Bridge Subscribe to FOX 13 Seattle: ...,2026-01-20 20:50:35.018711
/watch?v=UWgXSEKHa9M&pp=ygUQSS00MDUgV2FzaGluZ3RvbtIHCQlPCgGHKiGM7w%3D%3D,/@komonews,KOMO News,$15 maximum tolls coming March 1 for I-405 and SR 167,3.2K,1 year,Drivers who use Interstate 405 and State Route 167 will soon have to decide if their commute will cost them more time or more ...,2026-01-20 20:50:35.020050
/shorts/QTuEKuAF0hE,/@malluseattle,MALLU SEATTLE,Cars Wet Road Night American Freeway I-405 Cars🚙Trucks🚑ASMR [Washington State USA],264,4 days,wet #road #busy #american #freeway #i-405 #cars #trucks #asmr #washingtonstate #usa.,2026-01-20 20:50:35.021707
/shorts/D6nq4EKiuOA,/@KING5Seattle,KING 5 Seattle,Several projects to impact weekend traffic in western WA,801,2 months,"WSDOT has construction closures planned for I-405 in Renton, I-90 in Seattle and Mercer Island and SR 522 in Bothell.",2026-01-20 20:50:35.023044
/watch?v=V7bNkze1tAY&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,WSDOT vehicle hit on NB I-405 near SR 527,860,4 years,A WSDOT incident response vehicle that was responding to an earlier crash was hit by another car on northbound I-405 near SR ...,2026-01-20 20:50:35.024366
/watch?v=w2B0Vc2E51o&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,Multiple people injured in wrong-way crash on I-405 in Kirkland | FOX 13 Seattle,4.2K,2 years,A woman was taken into custody Tuesday morning after a wrong-way crash on I-405 in Kirkland. Subscribe to FOX 13 Seattle: ...,2026-01-20 20:50:35.025795
/watch?v=wbp7o8hR_O0&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,I-405/SR-167 flyover ramp opens ahead of schedule,781,6 years,"After two years of construction, a new flyover ramp near Renton is complete. It's just the beginning of an express toll lane project.",2026-01-20 20:50:35.027991
/watch?v=10BBhlx1Eb8&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,Section of I-405 to close between Renton and Bellevue this weekend,857,2 years,"All lanes of I-405 will be closed in both directions between Bellevue and Renton between Friday night and Monday morning, ...",2026-01-20 20:50:35.029167
/watch?v=oGXOyNG5wfo&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,New I-405 interchange in Kirkland,2.2K,13 years,WSDOT opened a new Single Point Urban Interchange (SPUI) at NE 116th St. in Kirkland. The new interchange design will ...,2026-01-20 20:50:35.030405
/watch?v=gC6j0-aArc4&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,Flipped car blocks multiple lanes of I-405,2.3K,1 month,Washington State Patrol deputies are responding to a flipped car on Interstate 405 on Friday night.,2026-01-20 20:50:35.031690
/shorts/K3RRvvC9bEw,/@KING5Seattle,KING 5 Seattle,"Major closures planned along I-405, I-5 this weekend",4.6K,6 months,"Part of long-term transportation and infrastructure projects, the closures will affect key corridors in Seattle, Kirkland, and Renton.",2026-01-20 20:50:35.032846
/watch?v=ScHBauG2s9A&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,"I-405 to close both directions between Renton, Bellevue this weekend for construction",9.5K,2 years,"Road closures begin at 10 p.m. Friday, Aug. 18 until 5 a.m. Monday, Aug. 21.",2026-01-20 20:50:35.033940
/watch?v=s0-hCm-l7fs&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,"I-405 to close between Renton, Bellevue this weekend | FOX 13 Seattle",1.3K,2 years,Both directions of I-405 will be closed between Sunset Blvd in Renton and Coal Creek Parkway in Bellevue. Closures will run from ...,2026-01-20 20:50:35.035156
/watch?v=Fjd86zkG67k&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,I-405 backed up for miles after collision,9.2K,3 years,"WSDOT says to expect a ""lengthy"" delay after a collision has blocked three lanes along I-405 near Newcastle.",2026-01-20 20:50:35.036328
/watch?v=ut88zBeMBPg&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@fox13seattle,FOX 13 Seattle,Lanes open on I-405 after hours-long closure in Newcastle (Part 3) | FOX 13 Seattle,1.2K,3 years,All northbound lanes of I-405 in Newcastle are back open after an hours-long closure that created a six-mile backup on Monday.,2026-01-20 20:50:42.295000
/watch?v=0rRoF8FSjvg&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,I-405/SR-167 flyover ramp project in Renton opening ahead of schedule,618,6 years,A big road project in Renton is set to open four months ahead of schedule. KING 5's Amity Addrisi reports on the I-405/SR-167 ...,2026-01-20 20:50:42.296960
/watch?v=Chh0XwBd2I4&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,I-405 NE 132nd St Interchange Project Groundbreaking,1.1K,3 years,"On Monday, May 16, we hosted a groundbreaking event for the I-405/NE 132nd St Interchange Project at the Kingsgate Park and ...",2026-01-20 20:50:42.298529
/watch?v=XwGlPgOd7ho&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@komonews,KOMO News,Suspect escapes trooper in coordinated getaway during I-405 chase,22K,1 year,A suspect was able to make a quick getaway with some help during a morning chase on I-405 in Renton Friday morning and it ...,2026-01-20 20:50:42.300157
/watch?v=hK608_9Tmws&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,Washington state trooper shot at while trying to stop vehicle on I-405 in Tukwila,10K,4 years,A Washington State Patrol (WSP) trooper was shot at Sunday evening while trying to stop a vehicle for speeding on I-405 in ...,2026-01-20 20:50:42.305173
/watch?v=zGpLoXAe4A4&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,All lanes on northbound I-405 reopen after WSDOT vehicle struck,3.8K,4 years,WSDOT is asking drivers to still proceed with caution as it will take time for the 6-mile backup to clear.,2026-01-20 20:50:42.307717
/watch?v=tMSzvKYubYU&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,"Major weekend closures planned for I-405, I-5",3.4K,6 months,"Part of long-term transportation and infrastructure projects, the closures will affect key corridors in Seattle, Kirkland, and Renton.",2026-01-20 20:50:42.311111
/watch?v=GXNQffM1WAE&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@SoundTransit,Sound Transit,I-405 closure animation,2.1K,6 years,"Details on upcoming I-405 closures in Bellevue, WA in August 2019. Learn more at ...",2026-01-20 20:50:42.312489
/watch?v=4JfT0W5Io10&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@trekwanders1802,Trek Wanders,"Driving Tour | I-90 & I-405 from Issaquah to Bellevue, Washington | Driving Pacific Coast Highway",716,1 year,"Driving Tour | I-90 & I-405 from Issaquah to Bellevue, Washington | Driving Pacific Coast Highway Experience the unparalleled ...",2026-01-20 20:50:42.313864
/watch?v=UdbLCZAZRjg&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,WSDOT says more drivers opting to use I-405 toll lanes,113,8 years,A new study from WSDOT says drivers are changing their tune about the I-405 express toll lanes.,2026-01-20 20:50:42.315198
/watch?v=4PGkkYLkEwM&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,I-405/SR 167 Interchange Direct Connector Project opens to traffic,3.2K,6 years,"On Feb. 21, 2019 the I-405/SR 167 Interchange Direct Connector Project, a flyover ramp connecting the HOV lanes on Interstate ...",2026-01-20 20:50:42.319142
/watch?v=WPvHLDbFKTU&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@BigRigTravels,BigRigTravels,"BigRigTravels LIVE | Sumner to Woodinville, WA [WA 167, I-405] (3/5/19)",7K,Streamed 6 years,Welcome to the BigRigTravels YouTube channel! BigRigSteve is an American truck driver that shares his daily routine and ...,2026-01-20 20:50:42.320402
/watch?v=fgDLefWyB3o&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@komonews,KOMO News,"'Wild West Weekend': Major highway closures expected to cause traffic delays on I-405, I-5",5.4K,6 months,Officials are warning drivers to plan for a “Wild West Weekend” of road closures and traffic delays around Puget Sound.,2026-01-20 20:50:42.322229
/watch?v=LsG-zXOXLfc&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@wsdot,wsdot,Why Rates Change on I-405 Express Toll Lanes,5.3K,9 years,Instructional video on why toll rates change on I-405 Express Toll Lanes from Bellevue To Lynnwood.,2026-01-20 20:50:42.323544
/shorts/RQa1GZCSCjs,/@malluseattle,MALLU SEATTLE,Wet Night Bellevue I-405 Freeway Christmas Car Drive South Bound  [Bellevue Washington State USA],256,3 weeks,I-405 one of the busiest freeways in the nation.,2026-01-20 20:50:42.327995
/watch?v=UeS4BY4cdXo&pp=ygUQSS00MDUgV2FzaGluZ3Rvbg%3D%3D,/@KING5Seattle,KING 5 Seattle,Proposal to increase I-405 and SR 167 tolling rates to $15 max takes step forward,4.4K,2 years,The Washington State Transportation Commission voted Wednesday to move forward on a proposal that would raise tolling rates ...,2026-01-20 20:50:42.330377
/watch?v=79asV85gNGA&pp=ygUHSTQwNSBXQQ%3D%3D,/@PNW4K,PNW 4K,"4K Morning Drive From Renton to Everett, WA Washington on I405 North  and I5, July 2021",1.9K,4 years,"00:00 Start at exit 10 near Factoria, South Bellevue 00:40 Passing I90 exit 04:15 Nice Downtown Bellevue views 04:35 Around NE ...",2026-01-20 20:50:58.992016
/watch?v=xkoUkFH1CoU&pp=ygUHSTQwNSBXQQ%3D%3D,/@KING5Seattle,KING 5 Seattle,I-405 widening and express toll lanes project delayed to 2027,1.9K,1 month,WSDOT has cited contractor setbacks and has taken the design-build contractor to court.,2026-01-20 20:50:58.993332
/watch?v=fi_bDol7MaU&pp=ygUHSTQwNSBXQQ%3D%3D,/@SteveBreckton,Steve Breckton Roams,"Drive I405 Renton, Wa to Lynnwood, Wa",10K,9 years,"Join me as I drive on I 405 from renton to lynnwood If you like this video and would like to see more, consider donating a dollar to ...",2026-01-20 20:50:58.994747
/watch?v=hypNHFjFjaM&pp=ygUHSTQwNSBXQQ%3D%3D,/@MileageMikeTravels,Mileage Mike Travels,I-405 North - Seattle Bypass - Washington - 4K Highway Drive,12K,1 year,"Interstate 405 northbound in the Seattle, WA Area. Filmed: December 2024 Follow on Instagram: ...",2026-01-20 20:50:58.996678
/watch?v=_B9bkI97ntM&pp=ygUHSTQwNSBXQQ%3D%3D,/@KING5Seattle,KING 5 Seattle,WSDOT apologizes after extensive traffic mess during I-405 construction,12K,6 months,"After recent construction and closures on I-405 caused miles-long backups, the Washington Department of Transportation is ...",2026-01-20 20:50:58.997983
/watch?v=dz0oVamKSps&pp=ygUHSTQwNSBXQQ%3D%3D,/@wsdot,wsdot,I-405/ NE 85th Street Interchange and Inline Station Project,5K,2 years,We are partnering with Sound Transit to improve the I-405/Northeast 85th Street interchange in Kirkland along Interstate 405 ...,2026-01-20 20:50:58.999652
/watch?v=xM99cg4pZXE&pp=ygUHSTQwNSBXQdIHCQlPCgGHKiGM7w%3D%3D,/@wsdot,wsdot,I-405 Express Toll Lanes Basics,12K,8 years,Instructional video on the I-405 express toll lanes Bellevue and Lynnwood.,2026-01-20 20:50:59.001192
/watch?v=GXNQffM1WAE&pp=ygUHSTQwNSBXQQ%3D%3D,/@SoundTransit,Sound Transit,I-405 closure animation,2.1K,6 years,"Details on upcoming I-405 closures in Bellevue, WA in August 2019. Learn more at ...",2026-01-20 20:50:59.002477
/watch?v=MNgsJPzGK3M&pp=ygUHSTQwNSBXQQ%3D%3D,/@highwayvideos3434,Highway Videos,"Driving On WA I-405 North In 1995 (Tukwila, Renton, Bellevue, Kirkland, Bothell, Lynnwood)",5.7K,2 years,"Back in 1995, The Washington State Department of Transportation drove North on WA I-405 and recorded video to document the ...",2026-01-20 20:50:59.003857
/watch?v=4JfT0W5Io10&pp=ygUHSTQwNSBXQQ%3D%3D,/@trekwanders1802,Trek Wanders,"Driving Tour | I-90 & I-405 from Issaquah to Bellevue, Washington | Driving Pacific Coast Highway",716,1 year,"Driving Tour | I-90 & I-405 from Issaquah to Bellevue, Washington | Driving Pacific Coast Highway Experience the unparalleled ...",2026-01-20 20:50:59.005257
/watch?v=12xNbnLMryE&pp=ygUHSTQwNSBXQQ%3D%3D,/@dacarboosta,dacarboosta,"Time laps of i405 south bound before i90-Bellevue, WA",23,9 years,This video isn't interesting.,2026-01-20 20:50:59.006650
/watch?v=UzZsIpG1aJk&pp=ygUHSTQwNSBXQQ%3D%3D,/@highwayvideos3434,Highway Videos,"Driving On WA I-405 South In 1983 (Lynnwood, Bothell, Kirkland, Bellevue, Renton, Tukwila)",3.6K,2 years,"Back in 1983, The Washington State Department of Transportation drove South on I-405 and recorded video to document the ...",2026-01-20 20:50:59.008182
/watch?v=Nm5-FRlf8co&pp=ygUHSTQwNSBXQQ%3D%3D,/@highwayvideos3434,Highway Videos,"Driving On WA I-405 Northbound In 1983 (Tukwila, Renton, Bellevue, Kirkland)",17K,3 years,"Back in 1983, The Washington State Department of Transportation drove north on WA I-405 and recorded video to document the ...",2026-01-20 20:50:59.009657
/watch?v=sf9fwQuphVM&pp=ygUHSTQwNSBXQQ%3D%3D,/@GovJayInslee,Gov. Jay Inslee,Grand opening for the new SR 167/I-405 interchange,200,6 years,"This week Gov. Jay Inslee joined Washington State Department of Transportation, City of Renton and others at the grand opening ...",2026-01-20 20:50:59.011155
/shorts/DTw-raJPo24,/@komonews,KOMO News,Seattle-area toll increases could cost drivers up to $18 per trip,4.9K,2 years,"Under new toll-increase scenarios, tolls on stretches from Lynnwood to Bellevue and Auburn to Renton could increase up to $18.",2026-01-20 20:50:59.013822
/watch?v=YEyHTy5Z0UM&pp=ygUHSTQwNSBXQQ%3D%3D,/@thesaltworks1681,The Saltworks,Drive Washington 4K [Puyallup Seattle Commute] I-405; WA-167; WA-161 HIGHWAY DRIVE | Pierce Co WA,1.6K,6 years,4K UHD Highway Drive 15x Timelapse - WA-167 to Puyallup WA - Seattle Commute - Pierce County WA Ride from Tukwila WA ...,2026-01-20 20:50:59.015300
/watch?v=O-qp3f_-0_Q&pp=ygUHSTQwNSBXQQ%3D%3D,/@fox13seattle,FOX 13 Seattle,"WSDOT eyes possible $15, $18 tolls on I-405 | FOX 13 Seattle",919,2 years,The cost to drive on I-405 and SR 167 could soon cost you more. Subscribe to FOX 13 Seattle: ...,2026-01-20 20:50:59.016736
/watch?v=H7ECq8tUEpI&pp=ygUHSTQwNSBXQQ%3D%3D,/@ScenicRoadTrips-John,ScenicRoad,"[4K] SeaTac to Kirkland, WA Drive 🚗 | I-5 & I-405 Through Seattle Metro | SF to Vancouver #15/18",552,2 months,"Join us for Part 15 of our West Coast road trip from San Francisco to Vancouver! In this 4K scenic drive, we travel from SeaTac to ...",2026-01-20 20:50:59.018663
/watch?v=MC4pdS45sPU&pp=ygUHSTQwNSBXQQ%3D%3D,/@KING5Seattle,KING 5 Seattle,"WSDOT plans major I-405, I-5 lane closures this weekend",1.2K,2 months,"Weather could cancel the I-405 construction, but rain will not affect the I-5 lane reductions over the weekend, WSDOT said.",2026-01-20 20:50:59.020087
