video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=GYK3bGY3pCQ&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Shutdown in Seattle: Drivers brace for closure of NB I-5 in Seattle,448,7 years,WSDOT is closing all northbound lanes of I-5 in downtown Seattle this weekend. KING 5's Greg Copeland has a preview:,2026-01-20 20:38:55.205346
/watch?v=VCIRCgEf4i0&pp=ygUGSS01IFdB,/@fox13seattle,FOX 13 Seattle,Weekend lane reductions on I-5 for joint replacement | FOX 13 Seattle,271,3 years,Get ready for traffic delays on I-5 this weekend as crews start work to repair and replace expansion joints between I-90 and ...,2026-01-20 20:38:55.206694
/watch?v=gO32MHXuP9c&pp=ygUGSS01IFdB0gcJCU8KAYcqIYzv,/@KING5Seattle,KING 5 Seattle,"I-5, Montlake Bridge work in Seattle could disrupt traffic this weekend",2.2K,4 years,Drivers planning to attend the Seattle Sounders FC or Mariners games this weekend should plan ahead and allow for extra time ...,2026-01-20 20:38:55.208010
/watch?v=XY3miWfQj0Y&pp=ygUGSS01IFdB,/@KGWNews8,KGW News,Severe traffic jam on I-5 due to slippery driving conditions in Clark County,635K,11 months,Several vehicles struggling to drive in the snowy conditions have caused a miles-long traffic jam on Interstate 5 in Southwest ...,2026-01-20 20:38:55.209307
/watch?v=8THbtFWLLQk&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Tour explores building lid over I-5 through Seattle,5.6K,6 years,People got a chance to explore a proposal to build a lid over Interstate 5 through downtown Seattle. The walking tour took a look ...,2026-01-20 20:38:55.210513
/watch?v=A9-lLI4P0Zw&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Major I-5 closure beings this week,1.6K,2 weeks,Two northbound lanes of the Ship Canal Bridge will be closed for most of 2026 and the work starts tonight.,2026-01-20 20:38:55.211648
/watch?v=cmLiofSX1Rw&pp=ygUGSS01IFdB,/@KOINLOCAL6,KOIN 6,I-5 N closed for motorcade to honor WA state trooper,704,4 years,"The body of 38-year-old Detective Eric Gunderson was taken from Oregon to Lacey, Wash., Monday morning with police and the ...",2026-01-20 20:38:55.212817
/watch?v=UTMaV1SOgk4&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Changes coming to I-5 in Tacoma,3.5K,4 years,The 20 year project to widen I-5 is finally coming to an end. Crews will move traffic on to the new bridge over the Puyallup River.,2026-01-20 20:38:55.214089
/watch?v=9mT0azAJtFE&pp=ygUGSS01IFdB0gcJCU8KAYcqIYzv,/@InterstateKyle,InterstateKyle,"2K21 (EP 12) Interstate 5 North in Seattle, Washington",33K,4 years,Want to support InterstateKyle and help fund his road travels? Please contribute on my monthly Patreon and unlock exclusive ...,2026-01-20 20:38:55.215257
/watch?v=JwEtSBRL33I&pp=ygUGSS01IFdB,/@komonews,KOMO News,Motorcyclist dies after police chase down I-5 ends in Lakewood crash,22K,2 months,"A police pursuit ended in a deadly crash in Lakewood on Tuesday at the intersection of South Tacoma Way and 100th Street SW, ...",2026-01-20 20:39:02.527434
/watch?v=WGvMIfEVIRs&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,I-5 changes in Tacoma,615,8 years,Drivers on Interstate 5 around Tacoma are dealing with the second of two traffic shifts on southbound I-5 at the Tacoma Dome.,2026-01-20 20:39:02.528925
/watch?v=LZnIWiLd-xQ&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,New HOV lanes on I-5 through Tacoma will be 'monumental',16K,3 years,"The new carpool lanes will open later this month, marking a major milestone for a typically congested section of the freeway.",2026-01-20 20:39:02.530168
/shorts/0G2U6Vn1O1U,/@KING5Seattle,KING 5 Seattle,Dashcam shows 21 car pileup on I-5,325,5 hours,A viewer sent in dashcam video as they narrowly avoided being in the 21-car pileup crash on I-5 N in Fife on Monday.,2026-01-20 20:39:02.531519
/watch?v=BgIETHKmtAI&pp=ygUGSS01IFdB,/@komonews,KOMO News,Ship Canal Bridge work on NB I-5 to be completed on time: WSDOT,9.6K,5 months,"Repair work on one section of Seattle's Ship Canal Bridge is on track to be finished on time after weeks of lane closures, ...",2026-01-20 20:39:02.532760
/watch?v=yuY-z2mZZuM&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Some Seattle commuters opt for alternatives to beat weekend I-5 closure,4.8K,5 months,"Starting late Friday night and lasting through early Monday morning, NB I-5 will be closed from the I-90 interchange to Northeast ...",2026-01-20 20:39:02.534040
/watch?v=O6xXgvrOidk&pp=ygUGSS01IFdB,/@KGWNews8,KGW News,Oregon Gov. Kate Brown and Washington Gov. Jay Inslee discuss I-5 bridge,703,Streamed 6 years,Washington Gov. Jay Inslee joins Oregon Gov. Kate Brown in Vancouver on Monday for a meeting and an announcement of joint ...,2026-01-20 20:39:02.535581
/watch?v=tMSzvKYubYU&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,"Major weekend closures planned for I-405, I-5",3.4K,6 months,"Part of long-term transportation and infrastructure projects, the closures will affect key corridors in Seattle, Kirkland, and Renton.",2026-01-20 20:39:02.536760
/watch?v=a_K9Zl0RXOk&pp=ygUGSS01IFdB,/@KOINLOCAL6,KOIN 6,"Expert talks push to replace Interstate Bridge connecting OR, WA",2.5K,3 years,"Expert talks push to replace Interstate Bridge connecting OR, WA Subscribe to KOIN 6's YouTube channel: ...",2026-01-20 20:39:02.540002
/watch?v=l5HVCh0Egk4&pp=ygUGSS01IFdB,/@KOINLOCAL6,KOIN 6,New I-5 bridge replacement projected cost may balloon to $14 billion,1.4K,8 days,www.koin.com Subscribe to KOIN 6's YouTube channel: https://www.youtube.com/user/KOINLOCAL6?sub_confirmation=1 Go to ...,2026-01-20 20:39:02.541256
/watch?v=8KavjBE43yM&pp=ygUGSS01IFdB,/@KGWNews8,KGW News,"The I-5 bridge replacement is being visualized, but funding remains an issue",2.8K,2 years,"While the Interstate Bridge Replacement team has produced new renderings, Oregon still hasn't coughed up its $1 billion toward ...",2026-01-20 20:39:02.542538
/watch?v=-_wILDSjFNc&pp=ygUGSS01IFdB,/@FOX10.News.,FOX10 News,I-5 in Lewis County Washington Closed Due to Flooding,1.6K,Streamed 4 years,WSDOT closed a 20-mile stretch of I-5 between Grand Mound and U.S. 12 south of Chehalis Friday morning due to rising ...,2026-01-20 20:39:02.543850
/watch?v=kXJHDL1AI2o&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,Deadly rollover crash sparks brush fire in Everett,885,5 months,A 45-year-old Marysville man is dead after rolling his car on an I-5 off ramp in Everett. The crash also caused a brush fire.,2026-01-20 20:39:02.545099
/watch?v=hUQRbcg0L88&pp=ygUGSS01IFdB0gcJCU8KAYcqIYzv,/@KGWNews8,KGW News,Picturing a replacement for the I-5 Interstate Bridge | Your Thoughts,1.4K,1 year,"Last week, we showed you some new renderings of the potential designs for a new I-5 bridge over the Columbia. Here's what you ...",2026-01-20 20:39:02.546465
/watch?v=JfWwlFkmT5s&pp=ygUGSS01IFdB,/@fox13seattle,FOX 13 Seattle,"Northbound I-5 closes after brush fires near Smokey Point, WA",4.9K,5 months,"Northbound I-5 is closed for several hours Monday after multiple brush fires erupted along the freeway near Smokey Point, ...",2026-01-20 20:39:02.547744
/watch?v=aCwA1k7iOZ4&pp=ygUGSS01IFdB,/@OregonDOT,OregonDOT,I-5 Interstate Bridge: Travel Strategies,591,5 years,Everyone can help reduce congestion during our closure of the northbound span of the Interstate Bridge from September 19-27.,2026-01-20 20:39:02.548935
/watch?v=5ss9JpjQIuU&pp=ygUGSS01IFdB,/@komonews,KOMO News,Seattle commuters prepare for traffic tangles as NB I-5 shuts down for essential bridge repairs,17K,6 months,Plan ahead and prepare for possible traffic backups and delays in Seattle this weekend. The Washington State Department of ...,2026-01-20 20:39:02.550162
/watch?v=SKiP17K_oik&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,I-5 reopens in Lewis County after being closed due to flooding,6.7K,4 years,WSDOT reopened a 20-mile stretch of I-5 after closing for several hours due to flooding Friday.,2026-01-20 20:39:02.551386
/watch?v=XkykmXfYQ-k&pp=ygUGSS01IFdB,/@KING5Seattle,KING 5 Seattle,BREAKING: All SB I-5 express lanes blocked in Seattle after fatal crash,5.8K,2 years,"All southbound Interstate 5 Express Way lanes have been blocked by a semi rollover crash Friday morning, according to WSDOT.",2026-01-20 20:39:02.552523
